Index,Review,Sentence,Fit,Size,Material,Comfortability,Quality,Price,Color,General
9682,Arrived a different color than shown and fit really small.,Arrived a different color than shown and fit really small.,1,0,0,0,0,0,1,0
9683,"I am 52, 118 lbs and generally wear a size 4 or small. I ordered these in small, based on the size chart, and they are way to small/tight.","I am 52, 118 lbs and generally wear a size 4 or small.",0,1,0,0,0,0,0,0
9684,,"I ordered these in small, based on the size chart, and they are way to small tight.",1,1,0,0,0,0,0,0
9685,Very confortable,Very confortable,0,0,0,1,0,0,0,0
9686,"Im on my feet all day as a personal trainer. Throughout the many demonstrations and constant pressure from standing for 6-8 hours at a time, theyre perfect! I dont ache or swell, which has typically been the case with some of Nikes other products.",Im on my feet all day as a personal trainer.,0,0,0,0,0,0,0,1
9687,,"Throughout the many demonstrations and constant pressure from standing for 6 8 hours at a time, theyre perfect ",0,0,0,0,0,0,0,1
9688,,"I dont ache or swell, which has typically been the case with some of Nikes other products.",0,0,0,0,0,0,0,1
9689,"Size and fitting were good, but after a couple of washes, there were many loose threads across jacket. It was not worth the price because the fabric wasnt durable.","Size and fitting were good, but after a couple of washes, there were many loose threads across jacket.",1,1,0,0,1,0,0,0
9690,,It was not worth the price because the fabric wasnt durable.,0,0,1,0,1,1,0,0
9691,"Great fitting exercise tights. Size Medium was perfect(55"" - 140lbs). Material and style were of a very good quality and price was excellent.
Loved the Heathered Brown color as its different from most exercise standard colors.",Great fitting exercise tights.,1,0,0,0,0,0,0,0
9692,,Size Medium was perfect 55    140lbs .,0,1,0,0,0,0,0,0
9693,,Material and style were of a very good quality and price was excellent.,0,0,1,0,1,1,0,0
9694,,Loved the Heathered Brown color as its different from most exercise standard colors.,0,0,0,0,0,0,1,0
9695,"Buying clothes off Amazon can be so hard if you dont have a review and pictures so Ill try to be as helpful as possible.

First off I was really surprised at how soft the material was. It seemed like it was pretty good quality. There is a few loose threads that you dont usually see on say Lululemon clothing but it was very easy to just snip those off.

The material is definitely thicker (not see-through or thin) and has a nice fit to it. I once ordered a pair of yoga pants off the Wish app and it was horrible. So when I saw that it looked like these were originally from overseas I was a bit leery. But I am totally pleased!

Obviously with the mash you always wonder how long it will hold up. My Lululemons have held up wonderfully but these dont seem quite as hardcore quality. I think it seems like good quality just it will be interesting to see how many washes or--if the mesh snags.

Its comes up right below your belly button so its a higher waste which I really like. Its plenty tight on my waist which I also love as it holds in any unnecessary bulges of fat LOL.

I was a tiny bit worried that the mesh actually went up too far on the backside making it a little immodest.(yeah I know, Im a mom of 4 I have a teenager so I try to set an okay example) so I showed my husband and he said they seemed just fine. But I will warn you that the mesh goes up probably an inch below wear your underwear line would be! But its a very small mesh area thats up that far.

Regarding what size to where I am about 19% body fat 5 foot 6 + 140 pounds. In Lululemon Im a size 4-6. I decided to go with the medium even though they said that was more like a 4. I probably could have done a large but I do like the way these fit so Im not going to return them for a larger size I think they are just fine. My husband said that they look tight but thats only because he was staring at them and doesnt realize that is how all of my yoga pants fit (:

Overall, I am pleasantly surprised. They are slenderizing pretty good quality and the mesh is very cute. I love unique workout pants.

I added a few photos, let me know if this is helpful (:",Buying clothes off Amazon can be so hard if you dont have a review and pictures so Ill try to be as helpful as possible.,0,0,0,0,0,0,0,1
9696,,First off I was really surprised at how soft the material was.,0,0,1,0,0,0,0,0
9697,,It seemed like it was pretty good quality.,0,0,0,0,1,0,0,0
9698,,There is a few loose threads that you dont usually see on say Lululemon clothing but it was very easy to just snip those off.,0,0,0,0,1,0,0,0
9699,,The material is definitely thicker  not see through or thin  and has a nice fit to it.,1,0,1,0,0,0,0,0
9700,,I once ordered a pair of yoga pants off the Wish app and it was horrible.,0,0,0,0,0,0,0,1
9701,,So when I saw that it looked like these were originally from overseas I was a bit leery.,0,0,0,0,0,0,0,1
9702,,But I am totally pleased ,0,0,0,0,0,0,0,1
9703,,Obviously with the mash you always wonder how long it will hold up.,0,0,0,0,0,0,0,1
9704,,My Lululemons have held up wonderfully but these dont seem quite as hardcore quality.,0,0,0,0,1,0,0,0
9705,,I think it seems like good quality just it will be interesting to see how many washes or  if the mesh snags.,0,0,0,0,1,0,0,0
9706,,Its comes up right below your belly button so its a higher waste which I really like.,0,0,0,0,0,0,0,1
9707,,Its plenty tight on my waist which I also love as it holds in any unnecessary bulges of fat LOL.,1,0,0,0,0,0,0,0
9708,,I was a tiny bit worried that the mesh actually went up too far on the backside making it a little immodest.,0,0,0,0,0,0,0,1
9709,," yeah I know, Im a mom of 4 I have a teenager so I try to set an okay example  so I showed my husband and he said they seemed just fine.",0,0,0,0,0,0,0,1
9710,,But I will warn you that the mesh goes up probably an inch below wear your underwear line would be ,0,0,0,0,0,0,0,1
9711,,But its a very small mesh area thats up that far.,0,0,0,0,0,0,0,1
9712,,Regarding what size to where I am about 19  body fat 5 foot 6   140 pounds.,0,1,0,0,0,0,0,0
9713,,In Lululemon Im a size 4 6.,0,1,0,0,0,0,0,0
9714,,I decided to go with the medium even though they said that was more like a 4.,0,1,0,0,0,0,0,0
9715,,I probably could have done a large but I do like the way these fit so Im not going to return them for a larger size I think they are just fine.,1,1,0,0,0,0,0,0
9716,,"My husband said that they look tight but thats only because he was staring at them and doesnt realize that is how all of my yoga pants fit     Overall, I am pleasantly surprised.",1,0,0,0,0,0,0,0
9717,,They are slenderizing pretty good quality and the mesh is very cute.,0,0,0,0,1,0,0,0
9718,,I love unique workout pants.,0,0,0,0,0,0,0,1
9719,,"I added a few photos, let me know if this is helpful   ",0,0,0,0,0,0,0,1
9720,"Had to send back for size small, but my daughter loves these...her favorite shorts.","Had to send back for size small, but my daughter loves these...her favorite shorts.",0,1,0,0,0,0,0,0
9721,Our son picked this out for a Christmas gift and loves it - fits great.,Our son picked this out for a Christmas gift and loves it   fits great.,1,0,0,0,0,0,0,0
9722,Bought as surprise for daughter. She loves the texture of the sweatshirt. Fits as expected. Beautiful image print on entire sweatshirt.,Bought as surprise for daughter.,0,0,0,0,0,0,0,1
9723,,She loves the texture of the sweatshirt.,0,0,1,0,0,0,0,0
9724,,Fits as expected.,1,0,0,0,0,0,0,0
9725,,Beautiful image print on entire sweatshirt.,0,0,0,0,0,0,0,1
9726,fits way too small. first time i tried it on i put my arms oht and the sleeves moved up to my elbows,fits way too small.,1,0,0,0,0,0,0,0
9727,,first time i tried it on i put my arms oht and the sleeves moved up to my elbows,0,0,0,0,0,0,0,1
9728,"Bought this for my grandson. Fabric lighter then I expected, but he tells me its the way it is supposed to be. He loves it and thinks it perfect.",Bought this for my grandson.,0,0,0,0,0,0,0,1
9729,,"Fabric lighter then I expected, but he tells me its the way it is supposed to be.",0,0,1,0,0,0,0,0
9730,,He loves it and thinks it perfect.,0,0,0,0,0,0,0,1
9731,"I have not found any T-shirts that fit as comfortably as Russell T-shirts. These shirts are made out of 100% cotton which is why they feel so good. On top of that, the colors of their shirts are very bright and do not fade quickly. These are just all-around great T-shirts!",I have not found any T shirts that fit as comfortably as Russell T shirts.,1,0,0,1,0,0,0,0
9732,,These shirts are made out of 100  cotton which is why they feel so good.,0,0,1,1,0,0,0,0
9733,,"On top of that, the colors of their shirts are very bright and do not fade quickly.",0,0,0,0,0,0,1,0
9734,,These are just all around great T shirts ,0,0,0,0,0,0,0,1
9735,"These are super great Nike Elite shorts as expected from NIKE brand. I was not sure what size for my twin daughters who are 14 years old because all sizing is in boys or mens. My daughters are about 53"" and average build. They are both on the freshman basketball team at their High School and wanted elites to feel confident at practice. Upon research the boys size XL is the same as mens size small, but for half the cost. I ordered both of them a size boys XL, but to our surprise these are a little big. They still wear them to practice and love them, but I think for future orders we now know the boy sizing a little better as it relates to teenage girls and will order a boys Large next time. The white is a beautiful bright white and looks sharp on the court. I will say these are see through as they have no lining and my girls wear spandex underneath.",These are super great Nike Elite shorts as expected from NIKE brand.,0,0,0,0,0,0,0,1
9736,,I was not sure what size for my twin daughters who are 14 years old because all sizing is in boys or mens.,0,1,0,0,0,0,0,0
9737,,My daughters are about 53  and average build.,0,0,0,0,0,0,0,1
9738,,They are both on the freshman basketball team at their High School and wanted elites to feel confident at practice.,0,0,0,0,0,0,0,1
9739,,"Upon research the boys size XL is the same as mens size small, but for half the cost.",0,1,0,0,0,1,0,0
9740,,"I ordered both of them a size boys XL, but to our surprise these are a little big.",0,1,0,0,0,0,0,0
9741,,"They still wear them to practice and love them, but I think for future orders we now know the boy sizing a little better as it relates to teenage girls and will order a boys Large next time.",0,1,0,0,0,0,0,0
9742,,The white is a beautiful bright white and looks sharp on the court.,0,0,0,0,0,0,1,0
9743,,I will say these are see through as they have no lining and my girls wear spandex underneath.,0,0,1,0,0,0,0,0
9744,"Although it was very expensive for me , I Love it ! Its very stylish and trendy!","Although it was very expensive for me , I Love it  ",0,0,0,0,0,0,0,1
9745,,Its very stylish and trendy ,0,0,0,0,0,0,0,1
9746,really tight and too expensive.,really tight and too expensive.,1,0,0,0,0,1,0,0
9747,Perfect socks!,Perfect socks ,0,0,0,0,0,0,0,1
9748,good quality. colors are nice. shrunk a bit when washed/dried.,good quality.,0,0,0,0,1,0,0,0
9749,,colors are nice.,0,0,0,0,0,0,1,0
9750,,shrunk a bit when washed dried.,0,0,0,0,1,0,0,0
9751,Good fit,Good fit,1,0,0,0,0,0,0,0
9752,I thought they were cotton and I dont like that they are not tight fitting or slim shaping at all,I thought they were cotton and I dont like that they are not tight fitting or slim shaping at all,1,0,1,0,0,0,0,0
9754,Grandson loved it ...lightweight material.. he normally wears L but we went XL which was fine.,Grandson loved it ...lightweight material.. he normally wears L but we went XL which was fine.,0,1,1,0,0,0,0,0
9755,great work out shirt,great work out shirt,0,0,0,0,0,0,0,1
9756,"This is a great pair of shorts from Nike. The shorts feel very comfortable and the length is just right. I usually prefer my shorts at 10 inches long, but these shorts felt just right at 11 inches. Great for working out at the gym and running. The pockets are made out of mesh so its best not to keep anything sharp in there. Overall, these shorts are one of the best Ive had for working out. Highly recommend.",This is a great pair of shorts from Nike.,0,0,0,0,0,0,0,1
9757,,The shorts feel very comfortable and the length is just right.,1,0,0,1,0,0,0,0
9758,,"I usually prefer my shorts at 10 inches long, but these shorts felt just right at 11 inches.",0,1,0,0,0,0,0,0
9759,,Great for working out at the gym and running.,0,0,0,0,0,0,0,1
9760,,The pockets are made out of mesh so its best not to keep anything sharp in there.,0,0,1,0,0,0,0,0
9761,,"Overall, these shorts are one of the best Ive had for working out.",0,0,0,0,0,0,0,1
9762,,Highly recommend.,0,0,0,0,0,0,0,1
9763,Great lightweight pullover,Great lightweight pullover,0,0,1,0,0,0,0,0
9764,"I generally do not like Nike for the money and durability but I like this model and have even purchased a ""backup"" pair in case I am no longer able to find them in stores.",I generally do not like Nike for the money and durability but I like this model and have even purchased a  backup  pair in case I am no longer able to find them in stores.,0,0,0,0,1,1,0,0
9765,"This is a nice and simple long sleeve/hoodie.
This is not a thick shirt, its good for fall/spring. Or even summer nights.
Fits just as expected and looks great.",This is a nice and simple long sleeve hoodie.,0,0,0,0,0,0,0,1
